data,device,nome,id,variavel,valor
2022-07-07 19:53:07.597,62c70902cef56500194344ad,GRSA_TUB_001,62c739a3a79191001a6a2d6a,ana_in_4,0
2022-07-07 19:53:02.643,62c70902cef56500194344ad,GRSA_TUB_001,62c7399ea79191001a6a2d05,ana_in_5,1326
2022-07-07 19:53:02.578,62c70902cef56500194344ad,GRSA_TUB_001,62c7399ea79191001a6a2d02,ana_in_4,0
2022-07-07 19:52:57.661,62c70902cef56500194344ad,GRSA_TUB_001,62c73999a79191001a6a2cd0,ana_in_5,1326
2022-07-07 19:52:57.587,62c70902cef56500194344ad,GRSA_TUB_001,62c73999a79191001a6a2cce,ana_in_4,0
2022-07-07 19:52:52.794,62c70902cef56500194344ad,GRSA_TUB_001,62c73994a79191001a6a2c67,ana_in_5,1324
2022-07-07 19:52:52.702,62c70902cef56500194344ad,GRSA_TUB_001,62c73994a79191001a6a2c63,ana_in_4,0
2022-07-07 19:52:47.834,62c70902cef56500194344ad,GRSA_TUB_001,62c7398fa79191001a6a2bf1,ana_in_5,1325
2022-07-07 19:52:47.575,62c70902cef56500194344ad,GRSA_TUB_001,62c7398fa79191001a6a2be0,ana_in_4,0
2022-07-07 19:52:42.917,62c70902cef56500194344ad,GRSA_TUB_001,62c7398aa79191001a6a2b96,ana_in_5,1328
2022-07-07 19:52:42.570,62c70902cef56500194344ad,GRSA_TUB_001,62c7398aa79191001a6a2b8f,ana_in_4,0
2022-07-07 19:52:37.695,62c70902cef56500194344ad,GRSA_TUB_001,62c73985a79191001a6a2b58,ana_in_5,1293
2022-07-07 19:52:37.618,62c70902cef56500194344ad,GRSA_TUB_001,62c73985a79191001a6a2b55,ana_in_4,0
2022-07-07 19:52:32.634,62c70902cef56500194344ad,GRSA_TUB_001,62c73980a79191001a6a2b1d,ana_in_5,1316
2022-07-07 19:52:32.570,62c70902cef56500194344ad,GRSA_TUB_001,62c73980a79191001a6a2b1b,ana_in_4,0
2022-07-07 19:52:27.765,62c70902cef56500194344ad,GRSA_TUB_001,62c7397ba79191001a6a2adc,ana_in_5,1318
2022-07-07 19:52:27.629,62c70902cef56500194344ad,GRSA_TUB_001,62c7397ba79191001a6a2ad9,ana_in_4,0
2022-07-07 19:52:22.950,62c70902cef56500194344ad,GRSA_TUB_001,62c73976a79191001a6a2a98,ana_in_5,1327
2022-07-07 19:52:22.569,62c70902cef56500194344ad,GRSA_TUB_001,62c73976a79191001a6a2a95,ana_in_4,0
2022-07-07 19:52:17.728,62c70902cef56500194344ad,GRSA_TUB_001,62c73971a79191001a6a2a4a,ana_in_5,1322
2022-07-07 19:52:17.569,62c70902cef56500194344ad,GRSA_TUB_001,62c73971a79191001a6a2a45,ana_in_4,0
2022-07-07 19:52:12.827,62c70902cef56500194344ad,GRSA_TUB_001,62c7396ca79191001a6a29f9,ana_in_5,1315
2022-07-07 19:52:12.565,62c70902cef56500194344ad,GRSA_TUB_001,62c7396ca79191001a6a29f6,ana_in_4,0
2022-07-07 19:52:07.668,62c70902cef56500194344ad,GRSA_TUB_001,62c73967a79191001a6a29ac,ana_in_5,1318
2022-07-07 19:52:07.590,62c70902cef56500194344ad,GRSA_TUB_001,62c73967a79191001a6a29aa,ana_in_4,0
2022-07-07 19:52:03.069,62c70902cef56500194344ad,GRSA_TUB_001,62c73963a79191001a6a296d,ana_in_5,1315
2022-07-07 19:52:02.569,62c70902cef56500194344ad,GRSA_TUB_001,62c73962a79191001a6a2961,ana_in_4,0
2022-07-07 19:51:57.638,62c70902cef56500194344ad,GRSA_TUB_001,62c7395da79191001a6a2924,ana_in_5,1313
2022-07-07 19:51:57.567,62c70902cef56500194344ad,GRSA_TUB_001,62c7395da79191001a6a2920,ana_in_4,0
2022-07-07 19:51:52.848,62c70902cef56500194344ad,GRSA_TUB_001,62c73958a79191001a6a28e0,ana_in_5,1314
2022-07-07 19:51:52.565,62c70902cef56500194344ad,GRSA_TUB_001,62c73958a79191001a6a28cf,ana_in_4,0
2022-07-07 19:51:47.934,62c70902cef56500194344ad,GRSA_TUB_001,62c73953a79191001a6a288b,ana_in_5,1319
2022-07-07 19:51:47.567,62c70902cef56500194344ad,GRSA_TUB_001,62c73953a79191001a6a286a,ana_in_4,0
2022-07-07 19:51:42.705,62c70902cef56500194344ad,GRSA_TUB_001,62c7394ea79191001a6a281d,ana_in_5,1346
2022-07-07 19:51:42.558,62c70902cef56500194344ad,GRSA_TUB_001,62c7394ea79191001a6a2819,ana_in_4,0
2022-07-07 19:51:37.625,62c70902cef56500194344ad,GRSA_TUB_001,62c73949a79191001a6a27f1,ana_in_5,1348
2022-07-07 19:51:37.563,62c70902cef56500194344ad,GRSA_TUB_001,62c73949a79191001a6a27ee,ana_in_4,0
2022-07-07 19:51:32.621,62c70902cef56500194344ad,GRSA_TUB_001,62c73944a79191001a6a27b4,ana_in_5,1346
2022-07-07 19:51:32.562,62c70902cef56500194344ad,GRSA_TUB_001,62c73944a79191001a6a27b1,ana_in_4,0
2022-07-07 19:51:27.615,62c70902cef56500194344ad,GRSA_TUB_001,62c7393fa79191001a6a26e7,ana_in_5,1350
2022-07-07 19:51:27.556,62c70902cef56500194344ad,GRSA_TUB_001,62c7393fa79191001a6a26e5,ana_in_4,0
2022-07-07 19:51:22.755,62c70902cef56500194344ad,GRSA_TUB_001,62c7393aa79191001a6a267e,ana_in_5,1348
2022-07-07 19:51:22.562,62c70902cef56500194344ad,GRSA_TUB_001,62c7393aa79191001a6a266e,ana_in_4,0
2022-07-07 19:51:19.100,62c70902cef56500194344ad,GRSA_TUB_001,62c73937a79191001a6a263c,ana_in_5,1344
2022-07-07 19:51:18.992,62c70902cef56500194344ad,GRSA_TUB_001,62c73936a79191001a6a263a,ana_in_4,0
2022-07-07 19:51:12.937,62c70902cef56500194344ad,GRSA_TUB_001,62c73930a79191001a6a2590,ana_in_5,1350
2022-07-07 19:51:12.557,62c70902cef56500194344ad,GRSA_TUB_001,62c73930a79191001a6a2588,ana_in_4,0
2022-07-07 19:51:07.689,62c70902cef56500194344ad,GRSA_TUB_001,62c7392ba79191001a6a2521,ana_in_5,1346
2022-07-07 19:51:07.560,62c70902cef56500194344ad,GRSA_TUB_001,62c7392ba79191001a6a251f,ana_in_4,0
2022-07-07 19:51:02.611,62c70902cef56500194344ad,GRSA_TUB_001,62c73926a79191001a6a24e2,ana_in_5,1347
2022-07-07 19:51:02.546,62c70902cef56500194344ad,GRSA_TUB_001,62c73926a79191001a6a24e0,ana_in_4,0
2022-07-07 19:50:57.602,62c70902cef56500194344ad,GRSA_TUB_001,62c73921a79191001a6a245f,ana_in_5,1347
2022-07-07 19:50:57.547,62c70902cef56500194344ad,GRSA_TUB_001,62c73921a79191001a6a245d,ana_in_4,0
2022-07-07 19:50:52.658,62c70902cef56500194344ad,GRSA_TUB_001,62c7391ca79191001a6a23f8,ana_in_5,1349
2022-07-07 19:50:52.546,62c70902cef56500194344ad,GRSA_TUB_001,62c7391ca79191001a6a23f6,ana_in_4,0
2022-07-07 19:50:47.737,62c70902cef56500194344ad,GRSA_TUB_001,62c73917a79191001a6a23a9,ana_in_5,1347
2022-07-07 19:50:47.541,62c70902cef56500194344ad,GRSA_TUB_001,62c73917a79191001a6a2394,ana_in_4,0
2022-07-07 19:50:42.798,62c70902cef56500194344ad,GRSA_TUB_001,62c73912a79191001a6a232b,ana_in_5,1359
2022-07-07 19:50:42.545,62c70902cef56500194344ad,GRSA_TUB_001,62c73912a79191001a6a2321,ana_in_4,0
2022-07-07 19:50:37.889,62c70902cef56500194344ad,GRSA_TUB_001,62c7390da79191001a6a22d5,ana_in_5,1353
2022-07-07 19:50:37.543,62c70902cef56500194344ad,GRSA_TUB_001,62c7390da79191001a6a22cd,ana_in_4,0
2022-07-07 19:50:32.660,62c70902cef56500194344ad,GRSA_TUB_001,62c73908a79191001a6a227b,ana_in_5,1353
2022-07-07 19:50:32.538,62c70902cef56500194344ad,GRSA_TUB_001,62c73908a79191001a6a2273,ana_in_4,0
2022-07-07 19:50:27.602,62c70902cef56500194344ad,GRSA_TUB_001,62c73903a79191001a6a2226,ana_in_5,1353
2022-07-07 19:50:27.541,62c70902cef56500194344ad,GRSA_TUB_001,62c73903a79191001a6a2221,ana_in_4,0
2022-07-07 19:50:22.844,62c70902cef56500194344ad,GRSA_TUB_001,62c738fea79191001a6a21e6,ana_in_5,1353
2022-07-07 19:50:22.573,62c70902cef56500194344ad,GRSA_TUB_001,62c738fea79191001a6a21d4,ana_in_4,0
2022-07-07 19:50:17.611,62c70902cef56500194344ad,GRSA_TUB_001,62c738f9a79191001a6a21a9,ana_in_5,1346
2022-07-07 19:50:17.536,62c70902cef56500194344ad,GRSA_TUB_001,62c738f9a79191001a6a21a2,ana_in_4,0
2022-07-07 19:50:12.692,62c70902cef56500194344ad,GRSA_TUB_001,62c738f4a79191001a6a2135,ana_in_5,1351
2022-07-07 19:50:12.537,62c70902cef56500194344ad,GRSA_TUB_001,62c738f4a79191001a6a2112,ana_in_4,0
2022-07-07 19:50:07.777,62c70902cef56500194344ad,GRSA_TUB_001,62c738efa79191001a6a20ae,ana_in_5,1347
2022-07-07 19:50:07.539,62c70902cef56500194344ad,GRSA_TUB_001,62c738efa79191001a6a20a6,ana_in_4,0
2022-07-07 19:50:02.599,62c70902cef56500194344ad,GRSA_TUB_001,62c738eaa79191001a6a2047,ana_in_5,1351
2022-07-07 19:50:02.530,62c70902cef56500194344ad,GRSA_TUB_001,62c738eaa79191001a6a203f,ana_in_4,0
2022-07-07 19:49:57.594,62c70902cef56500194344ad,GRSA_TUB_001,62c738e5a79191001a6a1fa2,ana_in_5,1341
2022-07-07 19:49:57.532,62c70902cef56500194344ad,GRSA_TUB_001,62c738e5a79191001a6a1f9b,ana_in_4,0
2022-07-07 19:49:52.600,62c70902cef56500194344ad,GRSA_TUB_001,62c738e0a79191001a6a1f4b,ana_in_5,1345
2022-07-07 19:49:52.533,62c70902cef56500194344ad,GRSA_TUB_001,62c738e0a79191001a6a1f43,ana_in_4,0
2022-07-07 19:49:50.373,62c70902cef56500194344ad,GRSA_TUB_001,62c738deb6e7f200132ebab4,buzzer_esp,False
2022-07-07 19:49:49.274,62c70902cef56500194344ad,GRSA_TUB_001,62c738dd27ac070013e655ac,buzzer_esp,True
2022-07-07 19:49:48.470,62c70902cef56500194344ad,GRSA_TUB_001,62c738dc6a8e600018aa367e,buzzer_esp,False
2022-07-07 19:49:47.809,62c70902cef56500194344ad,GRSA_TUB_001,62c738dba79191001a6a1ec3,ana_in_5,1345
2022-07-07 19:49:47.542,62c70902cef56500194344ad,GRSA_TUB_001,62c738dba79191001a6a1ea6,ana_in_4,0
2022-07-07 19:49:46.469,62c70902cef56500194344ad,GRSA_TUB_001,62c738da6a8e600018aa3656,buzzer_esp,True
2022-07-07 19:49:42.893,62c70902cef56500194344ad,GRSA_TUB_001,62c738d6a79191001a6a1e33,ana_in_5,1344
2022-07-07 19:49:42.533,62c70902cef56500194344ad,GRSA_TUB_001,62c738d6a79191001a6a1e2a,ana_in_4,0
2022-07-07 19:49:39.518,62c70902cef56500194344ad,GRSA_TUB_001,62c738d3a79191001a6a1e05,ana_in_5,1347
2022-07-07 19:49:37.534,62c70902cef56500194344ad,GRSA_TUB_001,62c738d1a79191001a6a1dea,ana_in_4,0
2022-07-07 19:49:32.815,62c70902cef56500194344ad,GRSA_TUB_001,62c738cca79191001a6a1db8,ana_in_5,1351
2022-07-07 19:49:32.525,62c70902cef56500194344ad,GRSA_TUB_001,62c738cca79191001a6a1db6,ana_in_4,0
2022-07-07 19:49:27.603,62c70902cef56500194344ad,GRSA_TUB_001,62c738c7a79191001a6a1d77,ana_in_5,1346
2022-07-07 19:49:27.531,62c70902cef56500194344ad,GRSA_TUB_001,62c738c7a79191001a6a1d75,ana_in_4,0
2022-07-07 19:49:22.633,62c70902cef56500194344ad,GRSA_TUB_001,62c738c2a79191001a6a1d4b,ana_in_5,1348
2022-07-07 19:49:22.535,62c70902cef56500194344ad,GRSA_TUB_001,62c738c2a79191001a6a1d49,ana_in_4,0
2022-07-07 19:49:17.713,62c70902cef56500194344ad,GRSA_TUB_001,62c738bda79191001a6a1cf2,ana_in_5,1345
2022-07-07 19:49:17.528,62c70902cef56500194344ad,GRSA_TUB_001,62c738bda79191001a6a1cee,ana_in_4,0
2022-07-07 19:49:13.121,62c70902cef56500194344ad,GRSA_TUB_001,62c738b9a79191001a6a1c90,ana_in_5,1341
2022-07-07 19:49:12.524,62c70902cef56500194344ad,GRSA_TUB_001,62c738b8a79191001a6a1c88,ana_in_4,0
2022-07-07 19:49:07.879,62c70902cef56500194344ad,GRSA_TUB_001,62c738b3a79191001a6a1c15,ana_in_5,1342
2022-07-07 19:49:07.524,62c70902cef56500194344ad,GRSA_TUB_001,62c738b3a79191001a6a1c11,ana_in_4,0
2022-07-07 19:49:02.628,62c70902cef56500194344ad,GRSA_TUB_001,62c738aea79191001a6a1bce,ana_in_5,1350
2022-07-07 19:49:02.563,62c70902cef56500194344ad,GRSA_TUB_001,62c738aea79191001a6a1bcc,ana_in_4,0
2022-07-07 19:48:57.577,62c70902cef56500194344ad,GRSA_TUB_001,62c738a9a79191001a6a1b97,ana_in_5,1351
2022-07-07 19:48:57.514,62c70902cef56500194344ad,GRSA_TUB_001,62c738a9a79191001a6a1b93,ana_in_4,0
2022-07-07 19:48:52.859,62c70902cef56500194344ad,GRSA_TUB_001,62c738a4a79191001a6a1b5e,ana_in_5,1343
2022-07-07 19:48:52.530,62c70902cef56500194344ad,GRSA_TUB_001,62c738a4a79191001a6a1b59,ana_in_4,0
2022-07-07 19:48:47.599,62c70902cef56500194344ad,GRSA_TUB_001,62c7389fa79191001a6a1af5,ana_in_5,1347
2022-07-07 19:48:47.515,62c70902cef56500194344ad,GRSA_TUB_001,62c7389fa79191001a6a1af3,ana_in_4,0
2022-07-07 19:48:42.686,62c70902cef56500194344ad,GRSA_TUB_001,62c7389aa79191001a6a1aa3,ana_in_5,1343
2022-07-07 19:48:42.512,62c70902cef56500194344ad,GRSA_TUB_001,62c7389aa79191001a6a1aa0,ana_in_4,0
2022-07-07 19:48:37.788,62c70902cef56500194344ad,GRSA_TUB_001,62c73895a79191001a6a1a57,ana_in_5,1341
2022-07-07 19:48:37.516,62c70902cef56500194344ad,GRSA_TUB_001,62c73895a79191001a6a1a51,ana_in_4,0
2022-07-07 19:48:32.586,62c70902cef56500194344ad,GRSA_TUB_001,62c73890a79191001a6a1a02,ana_in_5,1339
2022-07-07 19:48:32.520,62c70902cef56500194344ad,GRSA_TUB_001,62c73890a79191001a6a19ff,ana_in_4,0
2022-07-07 19:48:27.585,62c70902cef56500194344ad,GRSA_TUB_001,62c7388ba79191001a6a19a4,ana_in_5,1342
2022-07-07 19:48:27.524,62c70902cef56500194344ad,GRSA_TUB_001,62c7388ba79191001a6a19a2,ana_in_4,0
2022-07-07 19:48:22.585,62c70902cef56500194344ad,GRSA_TUB_001,62c73886a79191001a6a1924,ana_in_5,1344
2022-07-07 19:48:22.514,62c70902cef56500194344ad,GRSA_TUB_001,62c73886a79191001a6a1921,ana_in_4,0
2022-07-07 19:48:17.561,62c70902cef56500194344ad,GRSA_TUB_001,62c73881a79191001a6a18c0,ana_in_5,1333
2022-07-07 19:48:17.501,62c70902cef56500194344ad,GRSA_TUB_001,62c73881a79191001a6a18be,ana_in_4,0
2022-07-07 19:48:12.586,62c70902cef56500194344ad,GRSA_TUB_001,62c7387ca79191001a6a1844,ana_in_5,1343
2022-07-07 19:48:12.505,62c70902cef56500194344ad,GRSA_TUB_001,62c7387ca79191001a6a1842,ana_in_4,0
2022-07-07 19:48:10.134,62c70902cef56500194344ad,GRSA_TUB_001,62c7387aa79191001a6a1819,ana_in_5,1344
2022-07-07 19:48:07.513,62c70902cef56500194344ad,GRSA_TUB_001,62c73877a79191001a6a17d2,ana_in_4,0
2022-07-07 19:48:02.755,62c70902cef56500194344ad,GRSA_TUB_001,62c73872a79191001a6a174e,ana_in_5,1339
2022-07-07 19:48:02.497,62c70902cef56500194344ad,GRSA_TUB_001,62c73872a79191001a6a174a,ana_in_4,0
2022-07-07 19:47:57.563,62c70902cef56500194344ad,GRSA_TUB_001,62c7386da79191001a6a170f,ana_in_5,1336
2022-07-07 19:47:57.501,62c70902cef56500194344ad,GRSA_TUB_001,62c7386da79191001a6a170c,ana_in_4,0
2022-07-07 19:47:52.589,62c70902cef56500194344ad,GRSA_TUB_001,62c73868a79191001a6a16df,ana_in_5,1342
2022-07-07 19:47:52.505,62c70902cef56500194344ad,GRSA_TUB_001,62c73868a79191001a6a16dd,ana_in_4,0
2022-07-07 19:47:47.602,62c70902cef56500194344ad,GRSA_TUB_001,62c73863a79191001a6a168c,ana_in_5,1339
2022-07-07 19:47:47.511,62c70902cef56500194344ad,GRSA_TUB_001,62c73863a79191001a6a1689,ana_in_4,0
2022-07-07 19:47:42.563,62c70902cef56500194344ad,GRSA_TUB_001,62c7385ea79191001a6a1633,ana_in_5,1339
2022-07-07 19:47:42.501,62c70902cef56500194344ad,GRSA_TUB_001,62c7385ea79191001a6a1631,ana_in_4,0
2022-07-07 19:47:37.862,62c70902cef56500194344ad,GRSA_TUB_001,62c73859a79191001a6a15f9,ana_in_5,1343
2022-07-07 19:47:37.498,62c70902cef56500194344ad,GRSA_TUB_001,62c73859a79191001a6a15f5,ana_in_4,0
2022-07-07 19:47:32.557,62c70902cef56500194344ad,GRSA_TUB_001,62c73854a79191001a6a15c8,ana_in_5,1334
2022-07-07 19:47:32.494,62c70902cef56500194344ad,GRSA_TUB_001,62c73854a79191001a6a15c6,ana_in_4,0
2022-07-07 19:47:27.559,62c70902cef56500194344ad,GRSA_TUB_001,62c7384fa79191001a6a152a,ana_in_5,1335
2022-07-07 19:47:27.490,62c70902cef56500194344ad,GRSA_TUB_001,62c7384fa79191001a6a1527,ana_in_4,0
2022-07-07 19:47:22.562,62c70902cef56500194344ad,GRSA_TUB_001,62c7384aa79191001a6a14d9,ana_in_5,1346
2022-07-07 19:47:22.499,62c70902cef56500194344ad,GRSA_TUB_001,62c7384aa79191001a6a14d7,ana_in_4,0
2022-07-07 19:47:17.549,62c70902cef56500194344ad,GRSA_TUB_001,62c73845a79191001a6a1476,ana_in_5,1340
2022-07-07 19:47:17.487,62c70902cef56500194344ad,GRSA_TUB_001,62c73845a79191001a6a1473,ana_in_4,0
2022-07-07 19:47:12.778,62c70902cef56500194344ad,GRSA_TUB_001,62c73840a79191001a6a143f,ana_in_5,1337
2022-07-07 19:47:12.489,62c70902cef56500194344ad,GRSA_TUB_001,62c73840a79191001a6a143b,ana_in_4,0
2022-07-07 19:47:09.053,62c70902cef56500194344ad,GRSA_TUB_001,62c7383da79191001a6a1405,ana_in_5,1333
2022-07-07 19:47:07.533,62c70902cef56500194344ad,GRSA_TUB_001,62c7383ba79191001a6a13f3,ana_in_4,0
2022-07-07 19:47:02.576,62c70902cef56500194344ad,GRSA_TUB_001,62c73836a79191001a6a138f,ana_in_5,1328
2022-07-07 19:47:02.514,62c70902cef56500194344ad,GRSA_TUB_001,62c73836a79191001a6a1389,ana_in_4,0
2022-07-07 19:46:57.622,62c70902cef56500194344ad,GRSA_TUB_001,62c73831a79191001a6a1341,ana_in_5,1331
2022-07-07 19:46:57.482,62c70902cef56500194344ad,GRSA_TUB_001,62c73831a79191001a6a133e,ana_in_4,0
2022-07-07 19:46:52.571,62c70902cef56500194344ad,GRSA_TUB_001,62c7382ca79191001a6a12e7,ana_in_5,1334
2022-07-07 19:46:52.482,62c70902cef56500194344ad,GRSA_TUB_001,62c7382ca79191001a6a12dc,ana_in_4,0
2022-07-07 19:46:47.563,62c70902cef56500194344ad,GRSA_TUB_001,62c73827a79191001a6a126a,ana_in_5,1331
2022-07-07 19:46:47.493,62c70902cef56500194344ad,GRSA_TUB_001,62c73827a79191001a6a1268,ana_in_4,0
2022-07-07 19:46:42.580,62c70902cef56500194344ad,GRSA_TUB_001,62c73822a79191001a6a11de,ana_in_5,1334
2022-07-07 19:46:42.482,62c70902cef56500194344ad,GRSA_TUB_001,62c73822a79191001a6a11db,ana_in_4,0
2022-07-07 19:46:37.660,62c70902cef56500194344ad,GRSA_TUB_001,62c7381da79191001a6a11a6,ana_in_5,1326
2022-07-07 19:46:37.659,62c70902cef56500194344ad,GRSA_TUB_001,62c7381da79191001a6a11a4,ana_in_4,0
2022-07-07 19:46:32.559,62c70902cef56500194344ad,GRSA_TUB_001,62c73818a79191001a6a115d,ana_in_5,1328
2022-07-07 19:46:32.515,62c70902cef56500194344ad,GRSA_TUB_001,62c73818a79191001a6a115a,ana_in_4,0
2022-07-07 19:46:27.560,62c70902cef56500194344ad,GRSA_TUB_001,62c73813a79191001a6a110f,ana_in_5,1314
2022-07-07 19:46:27.492,62c70902cef56500194344ad,GRSA_TUB_001,62c73813a79191001a6a110d,ana_in_4,0
2022-07-07 19:46:22.548,62c70902cef56500194344ad,GRSA_TUB_001,62c7380ea79191001a6a10bf,ana_in_5,1310
2022-07-07 19:46:22.489,62c70902cef56500194344ad,GRSA_TUB_001,62c7380ea79191001a6a10bc,ana_in_4,0
2022-07-07 19:46:17.540,62c70902cef56500194344ad,GRSA_TUB_001,62c73809a79191001a6a1073,ana_in_5,1298
2022-07-07 19:46:17.479,62c70902cef56500194344ad,GRSA_TUB_001,62c73809a79191001a6a1071,ana_in_4,0
2022-07-07 19:46:12.546,62c70902cef56500194344ad,GRSA_TUB_001,62c73804a79191001a6a1020,ana_in_5,1303
2022-07-07 19:46:12.473,62c70902cef56500194344ad,GRSA_TUB_001,62c73804a79191001a6a101e,ana_in_4,0
2022-07-07 19:46:07.858,62c70902cef56500194344ad,GRSA_TUB_001,62c737ffa79191001a6a0fcc,ana_in_5,1266
2022-07-07 19:46:07.500,62c70902cef56500194344ad,GRSA_TUB_001,62c737ffa79191001a6a0fc4,ana_in_4,0
2022-07-07 19:46:02.738,62c70902cef56500194344ad,GRSA_TUB_001,62c737faa79191001a6a0f46,ana_in_5,1301
2022-07-07 19:46:02.533,62c70902cef56500194344ad,GRSA_TUB_001,62c737faa79191001a6a0f43,ana_in_4,0
2022-07-07 19:45:57.717,62c70902cef56500194344ad,GRSA_TUB_001,62c737f5a79191001a6a0ecd,ana_in_5,1296
2022-07-07 19:45:57.468,62c70902cef56500194344ad,GRSA_TUB_001,62c737f5a79191001a6a0ec7,ana_in_4,0
2022-07-07 19:45:52.824,62c70902cef56500194344ad,GRSA_TUB_001,62c737f0a79191001a6a0e9f,ana_in_5,1297
2022-07-07 19:45:52.489,62c70902cef56500194344ad,GRSA_TUB_001,62c737f0a79191001a6a0e9a,ana_in_4,0
2022-07-07 19:45:47.555,62c70902cef56500194344ad,GRSA_TUB_001,62c737eba79191001a6a0e4d,ana_in_5,1328
2022-07-07 19:45:47.473,62c70902cef56500194344ad,GRSA_TUB_001,62c737eba79191001a6a0e3c,ana_in_4,0
2022-07-07 19:45:42.535,62c70902cef56500194344ad,GRSA_TUB_001,62c737e6a79191001a6a0e0e,ana_in_5,1293
2022-07-07 19:45:42.466,62c70902cef56500194344ad,GRSA_TUB_001,62c737e6a79191001a6a0e08,ana_in_4,0
2022-07-07 19:45:37.754,62c70902cef56500194344ad,GRSA_TUB_001,62c737e1a79191001a6a0dfb,ana_in_5,1297
2022-07-07 19:45:37.465,62c70902cef56500194344ad,GRSA_TUB_001,62c737e1a79191001a6a0df9,ana_in_4,0
2022-07-07 19:45:32.526,62c70902cef56500194344ad,GRSA_TUB_001,62c737dca79191001a6a0dd3,ana_in_5,1296
2022-07-07 19:45:32.462,62c70902cef56500194344ad,GRSA_TUB_001,62c737dca79191001a6a0dd1,ana_in_4,0
2022-07-07 19:45:27.610,62c70902cef56500194344ad,GRSA_TUB_001,62c737d7a79191001a6a0db1,ana_in_5,1291
2022-07-07 19:45:27.467,62c70902cef56500194344ad,GRSA_TUB_001,62c737d7a79191001a6a0daf,ana_in_4,0
2022-07-07 19:45:22.529,62c70902cef56500194344ad,GRSA_TUB_001,62c737d2a79191001a6a0d71,ana_in_5,1299
